,pcode,area_name_en,area_name_mm,area_type_mm,area_type_en,location,point,latitude,longitude
401,MMR015022,Laukkaing,လောက်ကိုင်,မြို့နယ်,Township,"လောက်ကိုင်, 果敢自治区(ကိုးကန့်), 老街县(လောက်ကိုင်ခရိုင်), ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.6476085, 98.7338866404925, 0.0)",23.6476085,98.7338866404925
402,MMR015023,Konkyan,ကုန်းကြမ်း,မြို့နယ်,Township,"ကုန်းကြမ်း, 果敢自治区(ကိုးကန့်), 老街县(လောက်ကိုင်ခရိုင်), ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.8324005, 98.5362597, 0.0)",23.832400500000002,98.5362597
403,MMR015024,Matman,မက်မန်း,မြို့နယ်,Township,"မက်မန်း, ဝကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း, မက်မန်းခရိုင် Matman, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.870731, 98.79429983924973, 0.0)",21.870731,98.79429983924973
404,MMR016001,Kengtung,ကျိုင်းတုံ,မြို့နယ်,Township,"ၵဵင်းတုင်, ကျိုင်းတုံခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.2918037, 99.6028652, 0.0)",21.2918037,99.6028652
405,MMR016002,Mongkhet,မိုင်းခတ်,မြို့နယ်,Township,"မိုင်းခတ်, ကျိုင်းတုံခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Wa State Northern Region, Myanmar","(21.69292385, 99.31751733618913, 0.0)",21.69292385,99.31751733618911
406,MMR016003,Mongyang,မိုင်းယန်း,မြို့နယ်,Township,"မိုင်းယန်း, ကျိုင်းတုံခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Wa State Northern Region, Myanmar","(21.9329082, 99.52370706860776, 0.0)",21.9329082,99.52370706860776
407,MMR016005,Mongla,မိုင်းလား,မြို့နယ်,Township,"မိုင်းလား, ကျိုင်းတုံခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.5469198, 99.92956480146822, 0.0)",21.5469198,99.92956480146822
408,MMR016006,Monghsat,မိုင်းဆတ်,မြို့နယ်,Township,"မိုင်းဆတ်မြို့, မိုင်းဆတ်ခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.535314, 99.256089, 0.0)",20.535314,99.256089
410,MMR016008,Mongton,မိုင်းတုံ,မြို့နယ်,Township,"မိူင်းတူၼ်, မိုင်းဆတ်ခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.296131, 98.897198, 0.0)",20.296131,98.897198
411,MMR016009,Tachileik,တာချီလိတ်,မြို့နယ်,Township,"တႃႈၶီႈလဵၵ်း, တာချီလိတ်ခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, 57120, Myanmar","(20.4490789, 99.8842143, 0.0)",20.4490789,99.8842143
